"","times_snp_appears"
"69148",2
"69151",1
"69161",1
"69200",2
"69213",1
"69287",1
"69419",1
"69462",2
"69587",1
"69601",1
"69682",1
"69721",1
"69765",1
"69802",1
"70012",1
"70285",1
"70294",1
"70392",0
"70554",1
"70643",1
"70645",1
"70653",1
"70655",1
"70716",1
"70817",2
"70848",1
"70850",1
"70895",1
"71025",1
"71065",1
"71071",1
"71078",1
"71107",1
"71107.1",1
"71124",1
"71211",1
"71272",1
"71311",2
"71352",1
"71425",1
"71482",2
"71509",1
"71611",1
"71701",1
"71707",1
"71716",1
"71719",1
"71737",1
"71752",1
"71758",1
"71761",1
"71785",0
"71802",2
"71814",1
"71827",1
"72220",1
"72234",1
"72290",1
"72295",2
"72304",1
"72312",1
"72436",2
"72549",1
"72642",1
"72769",1
"72980",1
"72991",1
"73015",1
"73018",1
"73029",1
"73030",1
"73033",1
"73045",1
"73069",1
"73084",1
"73141",1
"73168",1
"73186",1
"73207",1
"73213",1
"73216",1
"73220",1
"73240",0
"73249",0
"73458",1
"73470",2
"73481",1
"73485",3
"73726",1
"73741",1
"74218",1
"74265",2
"74310",1
"74434",1
"74605",1
"74687",1
"74778",1
"75121",1
"75165",1
"75286",1
"75488",1
"75937",1
"76093",1
"76137",1
"76393",1
"76882",1
"76923",1
"77011",1
"77031",1
"77099",1
"77244",1
"77540",1
"77588",1
"77687",1
"77751",1
"78008",1
"78089",2
"78161",1
"78221",1
"78437",2
"78650",1
"78655",1
"78658",1
"78766",1
"78769",1
"78872",1
"79103",1
"79214",1
"79357",2
"79363",2
"79367",2
"79460",2
"79643",1
"79694",1
"79708",1
"79726",1
"79747",2
"79915",1
"79919",1
"79921",1
"79922",1
"80101",1
"80115",1
"80183",1
"80249",1
"80262",0
"80423",1
"80620",1
"80819",1
"81278",1
"81383",1
"81503",1
"81627",2
"81644",2
"81660",1
"81691",2
"81702",1
"81766",1
"81781",2
"81835",1
"81881",0
"81960",2
"82130",1
"82421",2
"82584",1
"82646",2
"82682",1
"82727",1
"82741",2
"82782",1
"82864",1
"82894",3
"82913",1
"82950",1
"82974",1
"83026",1
"83066",4
"83116",1
"83118",1
"83201",1
"83230",1
"83239",1
"83272",1
"83281",1
"83287",1
"83290",1
"83302",1
"83306",1
"83308",1
"83313",1
"83317",1
"83318",1
"83328",2
"83329",1
"83338",1
"83360",1
"83371",2
"83383",1
"83385",1
"83391",1
"83407",1
"83408",1
"83414",1
"83416",1
"83422",1
"83434",1
"83446",1
"83455",1
"83464",1
"83476",2
"83478",1
"83491",1
"83500",1
"83511",1
"83512",1
"83518",1
"83524",1
"83532",3
"83533",2
"83548",1
"83559",1
"83602",1
"83607",1
"83650",0
"83656",2
"83657",1
"83658",2
"83668",1
"83674",1
"83676",1
"83689",1
"83692",1
"83695",1
"83710",1
"83719",1
"83760",1
"83776",1
"83782",1
"83791",1
"83836",1
"83851",1
"83853",1
"83854",1
"83855",1
"83857",1
"83860",1
"83863",1
"83865",1
"83866",1
"83869",1
"83870",1
"83871",1
"83872",1
"83878",1
"83893",1
"83896",1
"83899",1
"83926",1
"83932",1
"83935",1
"83942",1
"83945",1
"83959",1
"83960",1
"83970",1
"83974",1
"83986",1
"83995",1
"83997",2
"83998",1
"84007",1
"84015",1
"84016",1
"84019",1
"84022",1
"84025",1
"84027",1
"84028",1
"84043",1
"84055",1
"84058",1
"84061",1
"84070",1
"84098",1
"84099",1
"84100",1
"84112",1
"84115",1
"84124",1
"84127",3
"84130",1
"84139",1
"84145",1
"84151",1
"84159",1
"84160",1
"84168",1
"84169",1
"84170",1
"84184",1
"84193",1
"84199",1
"84209",1
"84238",1
"84247",1
"84256",1
"84259",1
"84268",1
"84271",1
"84273",1
"84280",1
"84286",2
"84289",2
"84292",2
"84295",2
"84298",2
"84300",2
"84301",2
"84310",1
"84328",1
"84352",1
"84361",1
"84364",1
"84370",1
"84379",1
"84382",1
"84387",1
"84395",1
"84406",1
"84409",1
"84412",1
"84433",1
"84451",1
"84453",1
"84456",1
"84465",1
"84474",1
"84477",1
"84483",1
"84504",1
"84519",1
"84522",1
"84532",1
"84537",1
"84539",1
"84549",1
"84550",1
"84554",1
"84555",1
"84558",1
"84561",1
"84564",1
"84566",1
"84568",1
"84579",1
"84588",1
"84591",1
"84600",2
"84606",2
"84615",2
"84624",1
"84630",1
"84633",1
"84636",1
"84642",1
"84648",1
"84654",1
"84663",1
"84672",1
"84684",1
"84696",1
"84720",1
"84747",1
"84759",1
"84777",1
"84781",1
"84783",1
"84783.1",1
"84785",1
"84807",1
"84812",1
"84816",1
"84819",1
"84834",1
"84837",1
"84872",1
"84894",1
"84905",1
"84908",1
"84909",1
"84965",1
"84966",1
"84968",1
"84974",1
"84978",1
"84990",1
"84998",1
"85026",1
"85029",1
"85031",1
"85032",1
"85035",1
"85056",1
"85062",1
"85092",2
"85100",2
"85107",2
"85122",2
"85123",2
"85124",2
"85138",2
"85159",2
"85165",2
"85168",2
"85168.1",1
"85169",2
"85180",2
"85201",2
"85231",2
"85252",1
"85267",2
"85281",1
"85282",2
"85285",2
"85303",2
"85312",2
"85321",2
"85327",2
"85338",2
"85344",2
"85345",2
"85351",2
"85372",2
"85378",2
"85387",2
"85390",2
"85405",2
"85407",2
"85408",2
"85414",2
"85417",2
"85423",2
"85428",2
"85440",2
"85446",2
"85469",1
"85587",1
"86079",1
"86101",1
"86119",1
"86125",1
"86128",1
"86146",1
"86158",1
"86166",1
"86173",1
"86184",1
"86188",1
"86191",1
"86239",1
"86242",1
"86245",1
"86254",2
"86260",1
"86521",1
"86785",1
"87093",1
"87095",1
"87171",1
"87366",1
"87378",1
"87411",1
"87423",1
"87465",1
"87483",1
"87504",1
"87521",1
"87564",3
"87570",3
"87639",2
"87663",0
"87690",0
"87702",1
"87711",0
"87714",0
"87723",0
"87726",0
"87732",0
"87744",0
"87747",0
"87759",0
"87763",3
"87765",0
"87768",0
"87779",0
"87780",0
"87789",0
"87795",0
"87825",2
"87828",2
"87840",2
"87858",3
"87860",3
"87867",1
"87876",2
"87888",2
"87891",2
"87900",0
"87918",1
"87933",0
"87945",0
"87948",0
"87960",0
"87983",0
"87984",0
"87989",1
"87990",0
"88017",0
"88029",0
"88038",0
"88044",0
"88046",0
"88049",0
"88050",0
"88083",0
"88107",0
"88118",0
"88122",0
"88125",0
"88143",0
"88146",0
"88162",1
"88164",1
"88167",0
"88173",0
"88179",0
"88188",0
"88191",0
"88194",0
"88215",0
"88224",0
"88230",0
"88233",0
"88239",0
"88254",0
"88265",0
"88269",0
"88275",0
"88278",0
"88281",0
"88287",0
"88299",0
"88320",0
"88332",0
"88341",0
"88344",0
"88347",0
"88355",0
"88356",0
"88371",0
"88377",0
"88378",2
"88382",0
"88383",0
"88386",0
"88387",0
"88389",0
"88392",0
"88396",0
"88398",0
"88402",0
"88434",0
"88470",0
"88479",0
"88488",0
"88549",0
"88614",0
"88617",0
"88623",1
"88635",0
"88662",0
"88665",0
"88671",0
"88677",0
"88686",0
"88698",2
"88719",2
"88721",2
"88725",2
"88737",3
"88770",2
"88787",2
"88794",2
"88818",2
"88833",3
"88834",3
"88845",2
"88848",2
"88863",2
"88866",2
"88870",2
"88911",2
"88932",3
"88935",2
"88950",2
"88974",2
"88989",2
"88992",2
"89001",2
"89010",2
"89019",2
"89028",1
"89031",2
"89034",2
"89058",3
"89061",2
"89063",2
"89079",2
"89140",2
"89146",2
"89157",2
"89165",2
"89214",3
"89244",3
"89253",3
"89265",1
"89271",3
"89274",3
"89280",3
"89289",3
"89298",3
"89322",2
"89325",3
"89334",3
"89337",3
"89340",2
"89343",3
"89394",1
"89427",3
"89430",3
"89439",2
"89445",3
"89460",3
"89478",3
"89487",3
"89490",3
"89496",3
"89508",1
"89513",1
"89550",3
"89553",3
"89574",3
"89580",3
"89586",3
"89597",3
"89610",3
"89622",3
"89624",3
"89625",3
"89628",3
"89630",3
"89631",3
"89633",3
"89638",1
"89658",2
"89661",2
"89688",2
"89706",2
"89712",2
"89718",3
"89721",1
"89724",4
"89730",2
"89738",2
"89745",2
"89748",2
"89772",2
"89784",2
"89795",2
"89810",2
"89817",2
"89829",2
"89835",5
"89840",4
"89844",3
"89846",4
"89847",3
"89850",3
"89852",3
"89856",3
"89865",3
"89866",1
"89880",2
"89883",2
"89901",2
"89907",1
"89910",1
"89913",1
"89919",2
"89925",1
"89928",1
"89931",1
"89943",1
"89949",2
"89952",1
"89967",1
"89987",1
"90000",1
"90019",1
"90033",1
"90039",1
"90068",1
"90075",1
"90078",1
"90081",1
"90090",1
"90105",1
"90108",1
"90114",1
"90123",1
"90132",2
"90168",1
"90186",1
"90192",1
"90195",2
"90197",2
"90208",2
"90210",2
"90213",1
"90327",1
"90355",1
"90398",1
"90404",1
"90540",1
"90692",2
"90774",1
"90836",2
"91040",1
"91051",1
"91163",1
"91356",1
"91363",1
"91426",1
"91553",1
"91566",1
"91589",2
"91599",0
"91648",1
"91660",0
"91762",1
"91771",0
"91772",1
"91830",1
"91880",1
"91902",1
"91950",1
"91953",1
"92029",1
"92080",2
"92257",1
"92344",1
"92393",1
"92454",2
"92584",1
"92589",1
"92672",1
"92691",2
"92757",0
"92781",2
"92787",0
"92855",1
"92879",1
"92930",1
"92966",2
"93018",2
"93063",2
"93068",2
"93075",2
"93092",2
"93099",2
"93102",2
"93104",2
"93123",2
"93128",2
"93129",2
"93143",2
"93149",2
"93151",2
"93165",1
"93171",1
"93174",1
"93175",1
"93178",1
"93186",1
"93187",1
"93215",1
"93231",1
"93233",1
"93234",1
"93240",1
"93240.1",2
"93241",1
"93277",1
"93279",1
"93282",1
"93291",1
"93297",1
"93301",1
"93304",1
"93306",1
"93330",1
"93333",1
"93337",1
"93344",1
"93358",1
"93363",1
"93369",1
"93378",1
"93390",2
"93394",3
"93464",1
"93465",2
"93474",2
"93483",2
"93488",2
"93495",2
"93501",2
"93505",2
"93507",2
"93513",2
"93534",2
"93538",2
"93540",2
"93574",1
"93591",1
"93594",1
"93595",1
"93618",1
"93621",1
"93625",1
"93627",1
"93639",1
"93642",1
"93645",1
"93654",1
"93672",3
"93675",3
"93677",1
"93681",3
"93683",3
"93690",3
"93693",3
"93703",3
"93705",3
"93708",3
"93714",3
"93720",3
"93721",3
"93732",2
"93750",2
"93756",3
"93758",3
"93759",3
"93765",3
"93774",2
"93789",3
"93983",1
"93987",1
"93988",1
"93992",1
"94012",1
"94022",3
"94484",5
"94486",5
"94490",5
"94505",3
"94664",3
"94665",3
"94667",3
"94673",3
"94676",3
"94682",4
"94694",4
"94697",4
"94712",4
"94730",5
"94734",1
"94736",5
"94743",5
"94745",7
"94751",5
"94754",5
"94757",5
"94763",5
"94766",7
"94769",5
"94775",6
"94790",3
"94793",2
"94800",8
"94802",8
"94814",5
"94820",3
"94826",3
"94832",4
"94835",4
"94853",2
"94856",2
"94862",2
"94868",2
"94871",2
"94878",2
"94880",2
"94886",1
"94892",1
"94898",1
"94907",1
"94910",1
"94913",1
"94928",1
"94929",1
"94940",1
"94946",1
"94949",1
"94952",1
"94955",1
"94958",3
"94964",5
"94973",6
"94982",3
"94985",4
"94997",4
"94998",4
"94999",4
"95003",3
"95021",6
"95030",2
"95042",2
"95043",2
"95045",2
"95054",2
"95057",2
"95078",2
"95093",5
"95162",5
"95168",3
"95402",5
"95414",6
"95423",5
"95426",5
"95539",2
"95544",2
"95559",2
"95564",3
"95565",3
"95567",3
"95577",2
"95582",2
"95604",6
"95606",3
"95915",2
"95917",2
"95921",2
"95941",2
"95953",3
"95956",4
"95959",5
"95962",4
"95971",4
"95974",5
"95977",2
"95983",2
"95993",1
"96011",3
"96016",3
"96019",3
"96022",3
"96028",3
"96031",3
"96034",3
"96047",3
"96057",4
"96058",4
"96064",3
"96065",5
"96073",3
"96076",3
"96080",3
"96082",3
"96083",3
"96094",3
"96095",3
"96097",3
"96103",2
"96112",2
"96121",2
"96127",2
"96130",2
"96139",3
"96142",3
"96143",3
"96148",3
"96154",3
"96160",3
"96164",3
"96170",3
"96176",3
"96184",3
"96190",3
"96235",1
"96247",1
"96257",3
"96260",3
"96262",3
"96265",3
"96266",3
"96267",3
"96277",3
"96280",3
"96283",3
"96285",3
"96286",3
"96289",3
"96296",3
"96302",3
"96304",3
"96322",2
"96325",2
"96335",2
"96346",2
"96361",2
"96364",2
"96367",2
"96368",2
"96370",2
"96388",2
"96391",1
"96397",1
"96415",1
"96435",1
"96457",1
"96460",1
"96484",3
"96490",4
"96493",6
"96494",6
"96499",3
"96502",3
"96513",1
"96520",2
"96523",9
"96604",8
"96665",0
"96674",1
"96680",1
"96686",2
"96689",2
"96692",2
"96692.1",1
"96695",0
"96701",0
"96704",2
"96707",0
"96710",0
"96716",2
"96722",0
"96725",1
"96737",2
"96743",1
"96746",2
"96749",1
"96752",1
"96761",2
"96765",2
"96767",2
"96782",6
"96785",3
"96788",0
"96797",8
"96798",8
"96800",2
"96803",0
"96804",6
"96805",6
"96806",2
"96806.1",6
"96809",4
"96815",2
"96818",0
"96827",2
"96828",2
"96830",2
"96854",1
"96866",3
"96869",2
"96872",2
"96881",2
"96890",2
"96890.1",1
"96896",2
"96902",2
"96912",2
"96914",2
"96929",3
"96938",2
"96944",2
"96950",2
"96950.1",1
"96951",1
"96952",1
"96953",2
"96956",1
"96959",3
"96962",2
"96965",1
"96978",1
"96980",5
"96983",1
"96986",6
"97004",2
"97007",2
"97008",2
"97010",2
"97010.1",1
"97016",2
"97019",2
"97032",2
"97034",2
"97037",2
"97040",2
"97043",2
"97049",3
"97055",4
"97070",4
"97074",4
"97076",5
"97085",2
"97097",2
"97115",2
"97118",2
"97121",2
"97124",2
"97130",2
"97145",2
"97148",2
"97154",1
"97166",2
"97169",2
"97175",2
"97181",2
"97184",2
"97202",2
"97205",2
"97208",2
"97211",2
"97215",2
"97217",2
"97223",2
"97226",2
"97232",2
"97235",2
"97241",2
"97244",2
"97274",2
"97302",2
"97303",2
"97304",2
"97307",2
"97316",2
"97320",2
"97322",2
"97352",2
"97355",2
"97373",3
"97376",3
"97385",5
"97388",4
"97514",1
"97527",1
"97537",1
"97541",1
"97553",1
"97559",1
"97712",3
"97715",3
"97721",7
"97727",4
"97736",4
"97739",4
"97748",5
"97749",1
"97754",6
"97757",5
"97769",3
"97772",1
"97775",5
"97784",1
"97798",3
"97820",5
"97820.1",1
"97823",3
"97826",4
"97832",2
"97892",2
"97905",2
"97982",2
"97987",3
"97988",5
"98009",2
"98018",2
"98021",2
"98024",2
"98039",3
"98040",2
"98045",1
"98045.1",3
"98046",1
"98060",4
"98061",4
"98069",3
"98078",2
"98084",2
"98101",1
"98102",2
"98102.1",1
"98112",4
"98114",4
"98117",2
"98140",2
"98144",2
"98147",2
"98153",2
"98165",3
"98168",3
"98177",3
"98183",2
"98183.1",1
"98186",3
"98191",1
"98192",1
"98193",1
"98195",2
"98198",2
"98205",1
"98437",2
"98486",2
"98616",1
"98835",4
"98853",2
"98880",2
"98892",2
"98895",2
"98900",2
"98907",1
"98912",2
"98919",2
"98922",3
"98925",3
"98928",2
"98930",2
"98931",2
"98934",3
"98952",4
"98952.1",1
"98955",1
"98958",4
"98964",4
"98970",2
"98994",1
"99003",1
"99006",1
"99012",1
"99015",1
"99021",1
"99036",1
"99041",3
"99048",1
"99060",1
"99069",1
"99078",1
"99081",1
"99084",1
"99087",1
"99090",1
"99092",1
"99095",1
"99096",1
"99111",1
"99117",2
"99120",1
"99132",2
"99141",1
"99144",1
"99153",1
"99168",0
"99177",1
"99180",2
"99183",2
"99192",1
"99203",2
"99204",2
"99210",5
"99212",5
"99216",5
"99225",3
"99234",1
"99240",1
"99246",1
"99249",3
"99251",3
"99255",3
"99264",4
"99267",1
"99269",4
"99273",3
"99282",3
"99285",4
"99288",4
"99291",4
"99294",1
"99297",1
"99300",4
"99305",1
"99306",2
"99309",4
"99312",1
"99315",1
"99321",3
"99327",3
"99330",2
"99336",3
"99348",3
"99351",1
"99357",1
"99360",3
"99363",3
"99366",3
"99367",3
"99368",3
"99372",3
"99375",6
"99380",1
"99387",2
"99402",2
"99408",2
"99417",2
"99422",2
"99429",3
"99432",3
"99435",3
"99437",3
"99438",3
"99444",3
"99447",3
"99459",1
"99474",1
"99477",1
"99483",1
"99492",1
"99498",3
"99501",3
"99504",3
"99510",3
"99516",3
"99522",3
"99524",3
"99529",3
"99530",3
"99531",1
"99537",2
"99549",2
"99558",2
"99593",2
"99626",2
"99650",2
"99656",2
"99665",2
"99677",2
"99680",2
"99710",2
"99713",2
"99722",2
"99728",1
"99749",1
"99770",1
"99779",1
"99788",1
"100022",2
"100058",2
"100637",2
"100658",2
"100660",2
"100661",2
"100670",2
"100691",2
"100715",2
"100724",2
"100730",2
"100745",2
"100754",2
"100763",2
"100766",2
"100775",2
"100790",2
"100799",2
"100805",2
"100820",2
"100823",2
"100841",2
"100868",2
"100874",1
"100880",1
"100886",1
"100889",1
"100898",2
"100901",2
"100904",2
"100916",2
"100919",2
"100925",2
"100943",2
"101004",1
"101021",2
"101036",3
"101081",2
"101124",1
"101333",2
"101405",1
"101617",2
"101696",1
"101716",1
"101752",3
"101803",1
"101881",2
"101903",3
"101923",2
"101983",1
"102049",1
"102109",3
"102372",1
"102384",1
"102464",1
"102465",1
"102689",1
"102800",2
"102833",2
"102929",1
"102930",1
"102946",1
"102960",1
"103250",1
"103313",1
"103352",0
"103353",1
"103380",1
"103597",1
"103626",1
"103679",1
"103862",1
"104056",1
"104125",1
"104127",1
"104213",1
"104392",1
"104452",1
"104461",2
"104630",1
"104659",1
"104666",1
"105007",1
"105087",1
"105158",2
"105420",2
"105702",1
"105783",1
"105813",1
"106031",1
"106042",1
"106046",1
"106216",1
"106242",0
"106320",1
"106351",1
"106494",2
"106581",1
"106774",1
"106780",1
"106785",1
"106841",1
"106873",2
"106894",1
"106947",1
"106972",1
"107071",1
"107092",2
"107316",1
"107557",2
"107751",0
"107763",1
"107768",2
"107771",2
"107771.1",2
"107780",1
"107804",1
"107831",1
"107844",1
"107847",1
"107903",1
"107906",1
"107950",1
"107962",0
"108261",1
"108380",1
"108395",1
"108471",1
"108549",1
"108562",1
"108627",1
"108763",1
"108861",1
"109269",3
"109272",1
"109281",2
"109290",3
"109296",3
"109302",3
"109304",3
"109479",1
"109617",1
"109738",1
"109800",1
"109824",1
"109833",1
"109834",1
"109839",1
"109845",1
"109854",1
"109890",1
"109893",1
"109896",2
"109896.1",1
"109899",1
"109914",1
"109923",1
"109929",1
"109935",1
"109938",1
"109947",1
"109953",1
"109974",1
"110037",1
"110040",1
"110052",1
"110056",1
"110058",1
"110076",1
"110085",1
"110088",1
"110100",1
"110106",1
"110119",1
"110124",1
"110131",1
"110135",0
"110136",1
"110142",1
"110149",1
"110160",1
"110163",1
"110169",1
"110181",1
"110185",1
"110187",1
"110190",1
"110199",1
"110202",1
"110205",1
"110211",1
"110214",2
"110217",2
"110229",1
"110235",1
"110241",1
"110244",1
"110247",0
"110268",1
"110275",1
"110279",1
"110280",1
"110283",1
"110328",1
"110331",1
"110337",1
"110340",1
"110343",1
"110346",1
"110355",2
"110361",2
"110364",2
"110368",2
"110373",2
"110382",2
"110385",2
"110410",2
"110411",2
"110416",2
"110418",2
"110426",1
"110429",2
"110435",2
"110441",2
"110450",2
"110456",2
"110500",1
"110504",1
"110531",0
"110537",4
"110543",4
"110546",4
"110549",5
"110552",4
"110555",1
"110561",2
"110570",4
"110573",2
"110576",4
"110579",1
"110580",1
"110582",1
"110585",2
"110594",2
"110597",3
"110600",1
"110600.1",3
"110609",2
"110612",2
"110615",1
"110630",1
"110633",2
"110634",1
"110640",1
"110645",1
"110648",1
"110649",1
"110650",2
"110651",2
"110651.1",1
"110660",2
"110663",2
"110669",2
"110675",2
"110678",1
"110684",1
"110687",2
"110693",2
"110694",2
"110696",2
"110696.1",1
"110699",2
"110699.1",1
"110702",2
"110702.1",1
"110807",1
"110855",1
"110858",1
"110873",1
"110879",1
"110888",1
"110893",1
"110894",1
"110900",1
"110903",1
"110915",1
"110942",1
"110948",2
"110951",1
"110957",1
"110960",1
"110972",1
"110975",1
"110978",1
"110981",1
"110981.1",1
"110982",1
"110984",1
"110990",1
"110996",1
"111009",1
"111011",2
"111017",1
"111020",1
"111032",1
"111035",1
"111036",1
"111038",1
"111063",1
"111154",0
"111160",0
"111169",1
"111172",1
"111178",1
"111181",1
"111182",1
"111193",1
"111205",1
"111211",1
"111217",1
"111223",1
"111226",1
"111229",1
"111238",1
"111241",1
"111247",1
"111250",1
"111252",1
"111256",1
"111262",1
"111268",1
"111269",1
"111271",1
"111274",1
"111296",0
"111298",0
"111305",0
"111337",0
"111401",1
"111487",1
"112285",1
"112416",1
"112447",1
"112452",1
"112459",1
"112469",1
"112470",1
"112485",1
"112486",1
"112489",1
"112498",1
"112514",1
"112516",1
"112521",1
"112526",1
"112530",1
"112531",1
"112542",1
"112543",1
"112549",1
"112551",1
"112812",1
"112813",1
"112851",1
"114338",1
"114867",1
"114870",1
"114885",1
"114886",1
"114889",1
"114974",0
"114990",1
"115000",1
"115015",1
"115031",1
"115039",1
"115042",1
"115048",1
"115051",1
"115054",1
"115060",1
"115070",1
"115071",1
"115078",1
"115096",1
"115109",1
"115123",1
"115127",1
"115135",1
"115139",1
"115150",1
"115165",2
"115172",1
"115177",1
"115180",1
"115183",1
"115187",1
"115201",1
"115210",1
"115213",1
"115219",1
"115238",1
"115240",1
"115243",1
"115244",1
"115249",1
"115255",1
"115259",1
"115261",1
"115265",1
"115267",1
"115273",1
"115294",1
"115300",1
"115321",1
"115330",1
"115333",1
"115336",1
"115339",1
"115345",1
"115351",1
"115357",1
"115360",1
"115361",1
"115366",1
"115378",1
"115379",1
"115381",1
"115402",1
"115417",1
"115551",1
"115560",1
"115576",1
"115583",1
"115599",1
"115603",1
"115606",1
"115615",1
"115617",1
"115624",1
"115627",1
"115630",1
"115654",1
"115658",1
"115678",1
"115688",1
"115690",1
"115695",1
"115699",1
"115717",1
"115722",1
"115726",1
"115738",1
"115741",1
"115747",1
"115771",1
"115786",1
"115787",1
"115792",1
"115798",1
"115810",1
"115816",0
"115817",1
"115825",1
"115829",1
"115930",1
"115933",1
"115937",1
"115939",1
"115948",1
"115951",1
"115960",1
"115973",0
"115975",1
"115981",1
"115990",1
"116054",1
"116056",1
"116062",1
"116071",1
"116089",1
"116102",1
"116104",1
"116105",1
"116110",1
"116119",1
"116122",1
"116128",1
"116129",1
"116135",1
"116137",1
"116138",1
"116140",1
"116146",1
"116152",1
"116155",1
"116158",1
"116159",1
"116218",0
"116632",1
"116733",0
"116843",1
"116949",0
"117005",0
"121285",1
"121452",1
"121587",2
"121636",1
"121827",2
"121920",1
"122004",2
"122106",1
"122168",1
"122420",1
"122426",1
"122467",1
"122485",1
"122568",1
"122690",1
"122693",1
"122709",1
"122726",1
"122957",1
"122997",1
"123002",1
"123021",1
"123041",2
"123308",2
"123462",1
"123518",2
"123599",1
"124018",1
"124316",2
"124360",1
"124379",1
"124462",1
"124700",1
"124718",1
"124727",1
"125180",1
"125430",1
"125585",1
"125754",2
"125772",1
"125806",1
"126005",1
"126009",2
"126168",1
"126448",2
"126525",1
"126531",1
"126630",1
"127431",1
"127587",1
"127608",1
"127887",0
"127900",1
"128026",1
"128062",1
"128065",1
"128074",1
"128080",1
"128083",1
"128104",1
"128110",1
"128122",1
"128131",1
"128134",1
"128143",1
"128147",1
"128158",1
"128161",1
"128167",1
"128179",1
"128182",1
"128188",1
"128191",1
"128206",1
"128215",1
"128218",1
"128276",1
"128281",1
"128287",1
"128290",1
"128292",1
"128296",1
"128300",1
"128311",1
"128317",1
"128326",1
"128341",1
"128383",1
"128395",1
"128398",1
"128405",1
"128410",1
"128413",1
"128419",1
"128425",1
"128431",1
"128443",1
"128456",1
"128461",1
"128470",1
"128473",1
"128476",1
"128485",1
"128488",1
"128491",1
"128494",1
"128506",1
"128509",1
"128527",1
"128533",1
"128542",1
"128548",1
"128557",1
"128566",1
"128572",1
"128576",1
"128581",1
"128599",1
"128605",1
"128641",1
"128645",1
"128646",1
"128647",1
"128653",1
"128667",1
"128670",1
"128671",1
"128674",1
"128678",1
"128680",1
"128690",1
"128692",1
"128704",1
"128704.1",1
"128710",1
"128713",1
"128728",1
"128746",1
"128752",1
"128770",1
"128785",1
"128786",1
"128788",1
"128836",2
"128851",1
"129045",1
"129165",1
"129200",1
"129220",1
"129400",3
"129583",1
"129586",1
"129592",1
"129769",1
"129806",1
"129814",2
"129832",1
"129886",1
"129891",1
"129958",2
"130425",2
"130520",1
"130543",1
"130588",2
"130600",2
"130684",1
"130775",1
"130941",1
"131307",0
"131310",0
"131313",0
"131316",0
"131322",0
"131325",0
"131331",0
"131340",1
"131343",1
"131358",0
"131367",0
"131376",1
"131377",1
"131385",1
"131391",1
"131403",1
"131406",1
"131408",1
"131409",1
"131436",1
"131449",1
"131457",1
"131463",1
"131469",1
"131475",1
"131478",1
"131479",1
"131484",1
"131493",1
"131499",1
"131505",1
"131508",1
"131511",1
"131512",1
"131517",0
"131520",0
"131523",0
"131529",0
"131661",1
"131672",1
"131707",1
"131712",1
"131713",1
"131776",1
"131794",1
"131803",0
"131806",1
"131812",0
"131818",0
"131827",0
"131830",0
"131836",0
"131842",0
"131845",0
"131851",1
